sleep_duration,bedtime_hour,wake_hour,caffeine_intake,exercise_duration,screen_time_before_bed,stress_level,mood_before_sleep,sleep_interruptions,sleep_score,sleep_quality
8.8,22.3,7.1,None,13.0,5.0,8,Anxious,No,48.6,Average
8.7,23.2,8.0,High,2.0,16.0,5,Happy,Yes,43.5,Average
6.7,22.7,5.4,High,1.0,17.0,4,Neutral,No,49.3,Average
7.1,1.1,8.2,None,84.0,98.0,1,Sad,No,74.8,Good
6.2,3.0,9.2,Low,3.0,20.0,0,Anxious,Yes,32.7,Poor
6.9,21.5,4.4,Moderate,47.0,121.0,1,Sad,Yes,31.6,Poor
7.2,22.4,5.6,Low,49.0,15.0,5,Neutral,No,87.3,Good
7.1,1.9,9.0,Low,22.0,23.0,8,Sad,No,64.3,Average
6.7,22.5,5.2,Low,69.0,37.0,5,Happy,No,78.0,Good
6.4,22.0,4.4,Moderate,23.0,287.0,5,Happy,No,36.9,Poor
8.0,1.4,9.4,Low,9.0,153.0,6,Neutral,No,50.8,Average
8.9,21.1,6.0,Low,7.0,101.0,0,Happy,No,67.4,Good
5.5,22.6,4.1,Low,95.0,12.0,5,Neutral,No,67.0,Good
6.2,22.2,4.4,Moderate,25.0,10.0,3,Neutral,No,61.6,Average
6.8,3.7,10.5,None,0.0,35.0,6,Neutral,Yes,26.2,Poor
7.6,0.7,8.3,High,20.0,103.0,7,Happy,No,49.9,Average
7.6,21.7,5.3,Low,67.0,147.0,3,Anxious,Yes,37.0,Poor
4.6,22.1,2.7,None,7.0,67.0,4,Anxious,Yes,0.0,Poor
3.7,22.2,1.9,Moderate,14.0,199.0,4,Happy,No,24.4,Poor
7.3,23.0,6.4,None,33.0,51.0,4,Happy,No,84.6,Good
4.3,20.5,0.9,Moderate,104.0,111.0,5,Happy,Yes,21.6,Poor
3.6,22.0,1.6,Low,36.0,8.0,4,Happy,No,71.7,Good
7.0,21.5,4.6,None,13.0,27.0,6,Anxious,Yes,48.7,Average
4.7,23.6,4.3,None,42.0,4.0,10,Happy,No,51.6,Average
7.7,0.7,8.4,Low,100.0,44.0,4,Happy,Yes,60.1,Average
8.0,20.0,4.0,Low,18.0,71.0,5,Neutral,Yes,29.5,Poor
7.4,23.8,7.2,Low,14.0,3.0,5,Neutral,Yes,52.8,Average
9.9,1.2,11.1,Low,66.0,39.0,0,Neutral,No,84.9,Good
7.3,22.7,6.0,Low,5.0,5.0,2,Neutral,No,71.4,Good
9.8,22.8,8.5,High,14.0,6.0,6,Happy,No,46.8,Average
7.2,0.3,7.6,None,11.0,4.0,8,Anxious,No,60.8,Average
4.4,20.0,0.4,High,9.0,66.0,1,Happy,No,14.4,Poor
8.1,21.2,5.3,Low,23.0,47.0,3,Happy,Yes,66.0,Good
5.6,1.5,7.1,Low,19.0,38.0,8,Happy,Yes,30.4,Poor
6.5,21.5,4.0,None,8.0,14.0,0,Anxious,Yes,39.1,Poor
7.5,20.0,3.5,Moderate,3.0,9.0,2,Neutral,No,65.4,Good
5.8,20.2,2.0,Low,27.0,34.0,5,Neutral,No,40.9,Average
6.8,23.9,6.7,Low,16.0,147.0,0,Neutral,No,63.7,Average
4.6,3.2,7.8,High,60.0,2.0,7,Neutral,No,34.0,Poor
4.0,0.0,4.0,Low,5.0,35.0,3,Neutral,No,39.5,Poor
8.9,22.2,7.1,Low,4.0,30.0,6,Neutral,No,60.2,Average
7.8,20.0,3.8,None,63.0,8.0,9,Neutral,No,71.7,Good
8.0,21.9,5.9,None,63.0,300.0,5,Happy,No,77.0,Good
8.1,1.5,9.6,Low,2.0,28.0,3,Neutral,No,61.9,Average
8.9,1.5,10.3,None,36.0,18.0,10,Happy,Yes,62.3,Average
8.5,23.3,7.7,Low,15.0,31.0,6,Happy,Yes,57.7,Average
5.9,3.4,9.3,High,62.0,73.0,7,Neutral,No,15.9,Poor
5.0,23.7,4.7,Moderate,25.0,45.0,4,Sad,No,30.0,Poor
8.5,20.7,5.1,Moderate,88.0,3.0,5,Happy,No,80.7,Good
7.4,3.0,10.4,Moderate,44.0,149.0,1,Sad,No,53.5,Average
9.4,0.9,10.3,None,26.0,5.0,3,Anxious,No,58.6,Average
7.5,20.8,4.2,Moderate,82.0,23.0,1,Happy,No,87.0,Good
5.6,1.2,6.8,None,81.0,30.0,3,Neutral,Yes,41.3,Average
5.2,23.5,4.7,Moderate,41.0,43.0,5,Anxious,No,34.7,Poor
10.7,21.9,8.6,Moderate,14.0,247.0,4,Happy,Yes,3.1,Poor
6.9,20.1,3.1,Low,14.0,35.0,3,Happy,No,58.6,Average
8.3,0.7,8.9,None,3.0,10.0,0,Anxious,No,76.4,Good
6.6,20.3,2.9,Moderate,36.0,2.0,10,Sad,No,38.7,Poor
9.1,2.5,11.6,Moderate,72.0,25.0,7,Neutral,No,71.1,Good
9.3,22.3,7.6,None,117.0,5.0,6,Anxious,No,76.8,Good
7.3,22.3,5.6,Low,48.0,22.0,4,Anxious,Yes,59.6,Average
8.0,20.3,4.3,Moderate,40.0,32.0,5,Neutral,Yes,55.2,Average
9.3,21.5,6.8,None,27.0,110.0,5,Neutral,Yes,38.7,Poor
6.8,22.7,5.5,High,148.0,48.0,6,Happy,No,52.2,Average
7.1,0.4,7.5,None,26.0,9.0,6,Anxious,Yes,51.0,Average
7.9,3.7,11.6,None,3.0,56.0,2,Sad,Yes,36.7,Poor
7.8,20.0,3.8,None,13.0,65.0,3,Sad,Yes,30.7,Poor
5.7,2.1,7.8,None,75.0,133.0,7,Neutral,Yes,12.0,Poor
8.8,21.0,5.8,None,12.0,28.0,8,Sad,No,59.2,Average
5.2,22.0,3.3,Moderate,1.0,25.0,1,Anxious,No,31.8,Poor
7.0,22.3,5.2,None,15.0,155.0,6,Neutral,No,30.7,Poor
8.9,0.4,9.4,None,0.0,166.0,7,Happy,Yes,34.6,Poor
6.8,20.0,2.8,Low,9.0,44.0,2,Anxious,No,47.0,Average
5.0,21.2,2.3,High,46.0,36.0,0,Anxious,Yes,19.0,Poor
6.4,21.1,3.6,None,8.0,126.0,1,Neutral,No,56.3,Average
7.3,23.0,6.2,Low,20.0,4.0,7,Anxious,No,68.8,Good
8.6,22.0,6.6,Low,55.0,21.0,2,Neutral,No,89.6,Good
4.8,3.6,8.4,Low,127.0,13.0,7,Neutral,Yes,40.0,Poor
5.3,22.0,3.2,None,36.0,3.0,8,Neutral,No,59.3,Average
4.6,1.4,6.0,Low,18.0,10.0,2,Anxious,No,46.2,Average
6.9,22.1,5.0,Low,10.0,130.0,9,Happy,Yes,19.6,Poor
8.6,21.5,6.1,None,19.0,46.0,4,Happy,Yes,67.5,Good
6.7,0.3,7.0,None,37.0,75.0,2,Happy,No,74.8,Good
7.6,21.9,5.4,Moderate,6.0,103.0,6,Neutral,Yes,21.5,Poor
11.0,22.2,9.2,Low,16.0,39.0,5,Neutral,No,40.9,Average
7.5,21.8,5.3,Low,46.0,161.0,2,Anxious,Yes,39.9,Poor
7.1,21.5,4.6,None,39.0,107.0,7,Happy,No,72.2,Good
10.6,20.6,7.2,None,1.0,19.0,3,Neutral,No,50.2,Average
7.2,22.4,5.5,None,46.0,74.0,5,Happy,No,73.3,Good
8.0,21.1,5.1,Moderate,21.0,94.0,6,Sad,Yes,19.5,Poor
6.5,21.8,4.2,High,8.0,36.0,3,Happy,No,47.1,Average
7.2,22.6,5.8,Low,16.0,85.0,6,Sad,Yes,41.5,Average
5.1,23.0,4.1,Low,40.0,89.0,6,Neutral,No,47.9,Average
7.6,1.8,9.4,Low,18.0,16.0,6,Anxious,Yes,43.4,Average
9.0,22.2,7.2,Moderate,10.0,7.0,1,Happy,Yes,61.9,Average
6.4,22.7,5.1,None,4.0,74.0,9,Anxious,Yes,7.2,Poor
7.0,3.2,10.2,Low,57.0,30.0,5,Happy,No,82.3,Good
7.0,0.8,7.8,Low,14.0,36.0,4,Neutral,No,56.9,Average
6.2,22.3,4.5,Low,33.0,53.0,6,Neutral,Yes,44.6,Average
7.5,22.7,6.1,Moderate,38.0,180.0,3,Happy,No,71.5,Good
7.5,1.5,9.1,None,27.0,141.0,5,Happy,No,66.4,Good
5.1,20.0,1.1,Moderate,24.0,81.0,6,Neutral,Yes,3.2,Poor
5.6,20.4,2.1,Low,7.0,45.0,7,Neutral,Yes,14.2,Poor
8.1,23.9,8.0,Low,33.0,212.0,3,Sad,Yes,40.7,Average
4.3,22.5,2.8,Moderate,4.0,73.0,5,Neutral,No,22.5,Poor
7.3,21.4,4.7,High,61.0,7.0,0,Sad,Yes,62.1,Average
9.0,22.0,7.0,Low,115.0,8.0,3,Neutral,No,78.3,Good
6.1,20.2,2.3,Moderate,8.0,102.0,9,Neutral,Yes,7.9,Poor
8.2,22.1,6.3,None,1.0,6.0,2,Happy,Yes,64.7,Average
7.1,20.0,3.1,Low,16.0,124.0,6,Neutral,Yes,27.5,Poor
5.2,2.0,7.3,None,30.0,4.0,7,Neutral,No,50.3,Average
6.2,23.1,5.2,None,2.0,22.0,4,Happy,No,70.3,Good
7.2,22.4,5.6,Low,29.0,23.0,0,Sad,No,86.9,Good
3.9,23.8,3.7,Low,5.0,53.0,6,Happy,No,45.4,Average
7.2,20.0,3.2,Moderate,42.0,94.0,2,Happy,No,66.9,Good
5.3,1.1,6.5,Moderate,31.0,147.0,6,Anxious,No,11.5,Poor
8.9,1.6,10.5,Moderate,3.0,12.0,6,Happy,No,52.2,Average
5.4,20.0,1.4,Low,4.0,4.0,8,Neutral,No,33.2,Poor
6.5,22.6,5.1,High,14.0,224.0,4,Neutral,No,29.2,Poor
7.8,2.1,9.8,None,41.0,4.0,5,Sad,No,84.2,Good
6.0,21.2,3.2,None,43.0,15.0,7,Happy,Yes,36.8,Poor
3.0,23.8,2.8,Moderate,11.0,2.0,7,Neutral,Yes,14.2,Poor
7.0,22.7,5.7,None,5.0,71.0,7,Neutral,Yes,25.7,Poor
9.5,23.0,8.5,Low,34.0,97.0,4,Sad,No,58.5,Average
9.2,0.5,9.7,None,60.0,49.0,4,Neutral,No,76.8,Good
6.9,21.8,4.7,None,36.0,106.0,3,Anxious,No,51.6,Average
7.4,1.1,8.5,Moderate,2.0,10.0,0,Happy,Yes,43.6,Average
6.5,1.9,8.5,None,55.0,58.0,8,Happy,No,64.5,Average
4.2,24.0,4.2,Low,7.0,15.0,8,Neutral,No,29.5,Poor
6.3,21.4,3.8,Low,24.0,223.0,6,Neutral,Yes,25.7,Poor
8.0,23.3,7.3,High,31.0,36.0,7,Anxious,No,49.6,Average
3.7,23.7,3.4,None,8.0,0.0,9,Neutral,No,37.2,Poor
6.0,23.5,5.5,Moderate,5.0,3.0,0,Neutral,No,56.6,Average
5.8,21.5,3.2,Low,0.0,8.0,3,Happy,No,50.3,Average
7.6,23.1,6.6,High,2.0,119.0,1,Happy,No,53.8,Average
4.6,1.2,5.8,Low,8.0,64.0,3,Happy,No,37.2,Poor
7.4,23.8,7.1,Moderate,39.0,7.0,4,Neutral,No,74.1,Good
7.7,0.7,8.4,High,14.0,197.0,4,Happy,No,23.9,Poor
5.9,1.6,7.6,High,21.0,11.0,2,Sad,Yes,23.5,Poor
7.2,21.7,4.9,Moderate,94.0,77.0,4,Happy,No,66.3,Good
6.5,20.5,3.0,None,22.0,167.0,5,Anxious,No,37.8,Poor
5.9,22.5,4.4,High,13.0,20.0,0,Happy,No,48.6,Average
7.8,22.8,6.6,Low,44.0,70.0,2,Happy,No,87.8,Good
6.8,1.9,8.7,Low,19.0,10.0,7,Neutral,Yes,40.7,Average
8.6,21.3,5.9,Low,84.0,1.0,8,Sad,No,65.5,Good
6.9,23.7,6.6,Moderate,74.0,53.0,7,Anxious,No,30.0,Poor
6.3,20.0,2.3,High,17.0,6.0,7,Happy,No,43.1,Average
6.3,0.6,6.9,Moderate,32.0,89.0,5,Happy,No,57.7,Average
11.4,20.0,7.4,Low,88.0,138.0,2,Happy,No,43.5,Average
8.0,0.8,8.8,None,3.0,68.0,3,Neutral,Yes,39.0,Poor
6.6,0.8,7.4,High,22.0,38.0,5,Sad,No,39.0,Poor
7.0,3.3,10.3,Low,83.0,81.0,4,Neutral,Yes,40.0,Average
9.5,0.5,9.9,Low,69.0,10.0,3,Neutral,No,71.8,Good
6.7,1.4,8.1,None,85.0,299.0,7,Happy,No,55.9,Average
7.1,20.0,3.1,Low,11.0,119.0,4,Sad,No,40.0,Average
7.8,21.1,4.9,Moderate,21.0,56.0,6,Anxious,No,42.6,Average
3.5,20.2,23.6,Moderate,20.0,6.0,9,Happy,Yes,17.9,Poor
4.3,20.0,0.3,None,21.0,46.0,7,Happy,No,41.6,Average
7.0,23.0,6.0,Moderate,28.0,49.0,3,Happy,Yes,41.8,Average
5.7,23.8,5.5,None,43.0,46.0,3,Happy,No,62.5,Average
8.4,20.5,4.9,None,13.0,5.0,0,Happy,No,92.4,Good
7.0,20.8,3.8,Low,33.0,198.0,4,Neutral,No,58.9,Average
7.0,0.9,8.0,None,48.0,42.0,0,Sad,No,78.8,Good
8.4,1.2,9.6,Moderate,65.0,45.0,4,Anxious,No,53.7,Average
6.2,21.3,3.5,Low,70.0,77.0,1,Happy,No,71.2,Good
5.7,23.4,5.1,High,21.0,29.0,7,Neutral,Yes,11.9,Poor
4.8,23.5,4.2,Low,20.0,3.0,9,Neutral,Yes,21.6,Poor
6.1,22.9,5.0,High,7.0,190.0,3,Happy,Yes,7.0,Poor
8.4,21.9,6.4,Moderate,6.0,98.0,5,Happy,No,46.4,Average
7.6,21.6,5.2,None,19.0,177.0,0,Anxious,Yes,48.8,Average
8.6,0.4,9.0,Low,29.0,38.0,1,Sad,Yes,55.9,Average
6.3,21.4,3.7,Low,18.0,9.0,9,Happy,No,67.4,Good
7.4,22.5,5.9,Low,41.0,110.0,4,Sad,Yes,44.7,Average
8.7,20.0,4.7,Moderate,15.0,64.0,4,Neutral,No,48.0,Average
6.4,2.2,8.6,Low,37.0,24.0,6,Happy,Yes,53.0,Average
8.0,1.2,9.3,Low,1.0,42.0,5,Anxious,Yes,29.3,Poor
7.7,22.0,5.8,High,1.0,79.0,4,Sad,No,31.4,Poor
6.7,1.7,8.4,None,5.0,14.0,9,Neutral,No,49.6,Average
7.5,0.3,7.8,Low,0.0,71.0,7,Neutral,No,45.4,Average
7.6,20.5,4.1,None,0.0,155.0,2,Happy,Yes,40.5,Average
4.9,20.9,1.8,Moderate,1.0,23.0,10,Sad,No,17.4,Poor
6.6,0.6,7.1,Low,62.0,236.0,3,Happy,Yes,35.3,Poor
8.1,0.7,8.8,Moderate,53.0,84.0,4,Neutral,No,72.8,Good
7.7,3.1,10.8,Low,9.0,5.0,5,Neutral,No,54.2,Average
6.2,22.9,5.1,None,33.0,106.0,5,Neutral,No,66.6,Good
6.1,20.0,2.1,Moderate,39.0,56.0,3,Happy,No,62.3,Average
3.6,20.0,23.6,Low,70.0,159.0,3,Anxious,No,29.8,Poor
4.1,23.3,3.4,High,14.0,62.0,6,Neutral,No,1.9,Poor
6.6,20.0,2.6,Low,28.0,65.0,4,Sad,No,47.8,Average
6.8,0.5,7.3,Moderate,28.0,24.0,3,Neutral,Yes,52.6,Average
8.2,20.0,4.2,Low,0.0,72.0,10,Anxious,No,27.2,Poor
6.1,23.1,5.2,Low,23.0,21.0,2,Happy,No,87.2,Good
6.3,20.0,2.3,Low,35.0,25.0,9,Neutral,No,64.1,Average
6.0,23.2,5.2,None,2.0,18.0,4,Happy,No,55.2,Average
7.9,20.0,3.9,Low,23.0,22.0,4,Neutral,No,72.9,Good
5.6,21.3,3.0,Moderate,63.0,36.0,8,Happy,No,44.9,Average
6.3,0.2,6.5,Low,131.0,18.0,2,Happy,No,87.7,Good
9.0,22.2,7.2,Low,28.0,2.0,5,Neutral,No,70.9,Good
6.0,20.0,2.0,Moderate,90.0,115.0,3,Neutral,No,51.8,Average
6.2,1.7,8.0,Moderate,5.0,131.0,5,Neutral,No,20.7,Poor
8.0,21.4,5.5,Low,45.0,14.0,6,Neutral,Yes,68.5,Good
6.6,2.8,9.4,Moderate,137.0,15.0,2,Neutral,Yes,50.7,Average
8.6,21.7,6.4,High,12.0,5.0,5,Neutral,No,56.9,Average
6.0,23.1,5.0,Moderate,12.0,9.0,6,Happy,No,42.3,Average
3.9,3.2,7.1,Moderate,14.0,39.0,10,Anxious,No,0.0,Poor
6.6,0.6,7.3,Moderate,114.0,32.0,7,Sad,No,40.8,Average
4.4,20.2,0.6,Moderate,52.0,48.0,5,Neutral,No,49.9,Average
9.6,22.6,8.2,Low,19.0,26.0,5,Neutral,No,84.5,Good
7.0,0.6,7.6,High,6.0,8.0,2,Neutral,No,47.6,Average
8.9,21.1,6.0,Moderate,16.0,193.0,6,Anxious,Yes,9.2,Poor
8.0,23.6,7.6,Low,1.0,5.0,3,Happy,Yes,67.5,Good
7.0,0.4,7.4,Moderate,18.0,7.0,4,Sad,No,62.9,Average
6.9,1.0,7.9,High,32.0,39.0,6,Happy,No,57.2,Average
8.3,0.7,9.0,Low,100.0,4.0,5,Happy,Yes,71.3,Good
7.3,22.5,5.8,High,27.0,19.0,2,Anxious,No,63.6,Average
6.7,2.9,9.7,Low,5.0,158.0,9,Sad,No,12.4,Poor
8.9,20.2,5.1,Low,42.0,73.0,2,Anxious,No,60.7,Average
6.8,21.7,4.4,Low,35.0,17.0,4,Sad,Yes,47.4,Average
6.3,22.9,5.2,Moderate,21.0,42.0,5,Neutral,No,53.9,Average
5.9,21.1,3.1,Low,12.0,22.0,3,Sad,No,43.9,Average
7.5,0.4,7.9,Low,1.0,5.0,0,Anxious,No,74.2,Good
6.5,23.5,5.9,Low,9.0,43.0,8,Neutral,No,44.8,Average
6.9,21.5,4.5,Moderate,66.0,42.0,0,Happy,Yes,61.3,Average
5.1,22.0,3.1,Low,15.0,74.0,2,Neutral,Yes,33.4,Poor
9.0,21.8,6.7,Moderate,8.0,130.0,7,Neutral,Yes,8.1,Poor
7.9,23.4,7.3,Moderate,51.0,35.0,7,Neutral,Yes,47.2,Average
6.4,23.7,6.2,Moderate,39.0,47.0,0,Sad,Yes,50.4,Average
8.3,23.9,8.1,Moderate,8.0,5.0,4,Anxious,Yes,35.8,Poor
8.9,0.1,9.1,Low,19.0,13.0,5,Neutral,No,80.8,Good
9.1,21.5,6.6,High,7.0,3.0,6,Happy,Yes,35.0,Poor
6.4,22.4,4.9,Low,0.0,21.0,6,Neutral,No,46.6,Average
7.9,23.0,6.9,Moderate,180.0,16.0,5,Neutral,Yes,58.2,Average
6.4,20.2,2.5,Low,41.0,21.0,4,Neutral,Yes,53.3,Average
4.9,21.5,2.3,Moderate,25.0,10.0,5,Sad,Yes,17.9,Poor
4.7,0.1,4.9,High,26.0,44.0,6,Neutral,No,27.7,Poor
5.9,20.9,2.8,Moderate,65.0,34.0,7,Anxious,Yes,12.4,Poor
5.4,22.5,3.9,None,45.0,16.0,2,Sad,Yes,44.3,Average
6.3,3.2,9.5,Moderate,2.0,212.0,0,Neutral,Yes,12.4,Poor
6.5,1.6,8.1,Low,69.0,18.0,4,Anxious,No,56.6,Average
9.0,2.8,11.9,High,108.0,156.0,4,Neutral,No,33.5,Poor
6.7,0.7,7.3,High,88.0,101.0,5,Anxious,Yes,5.5,Poor
7.0,20.0,3.0,None,2.0,26.0,0,Neutral,No,80.6,Good
9.6,20.0,5.6,Low,28.0,159.0,5,Neutral,Yes,28.9,Poor
7.2,2.6,9.8,Moderate,27.0,5.0,1,Neutral,Yes,56.9,Average
3.4,1.0,4.4,High,14.0,57.0,6,Sad,Yes,0.0,Poor
6.7,23.2,5.9,Low,65.0,33.0,6,Neutral,No,63.5,Average
6.2,22.9,5.1,Low,15.0,38.0,2,Happy,Yes,44.3,Average
9.1,23.7,8.8,Low,61.0,7.0,8,Sad,No,68.6,Good
4.7,22.7,3.4,Low,34.0,133.0,2,Anxious,No,31.0,Poor
8.9,22.3,7.2,None,48.0,3.0,2,Happy,No,96.8,Good
8.8,22.9,7.7,Moderate,25.0,8.0,3,Neutral,Yes,46.6,Average
5.2,1.4,6.6,Moderate,18.0,1.0,3,Happy,Yes,39.3,Poor
7.0,23.8,6.8,Moderate,8.0,80.0,8,Happy,No,36.8,Poor
7.2,20.0,3.2,None,7.0,35.0,5,Neutral,No,56.7,Average
8.5,20.5,5.0,None,2.0,29.0,5,Sad,Yes,48.6,Average
6.9,2.0,8.9,Low,1.0,40.0,4,Neutral,Yes,26.1,Poor
7.2,23.2,6.5,Low,31.0,13.0,8,Happy,Yes,58.0,Average
8.0,1.1,9.1,Moderate,8.0,62.0,5,Neutral,Yes,20.0,Poor
8.4,0.2,8.7,Low,21.0,72.0,6,Happy,No,66.7,Good
7.0,20.0,3.0,None,14.0,43.0,3,Neutral,No,77.2,Good
5.5,22.5,4.0,High,17.0,108.0,2,Neutral,No,37.0,Poor
4.7,0.8,5.5,Moderate,48.0,46.0,5,Sad,Yes,20.0,Poor
5.5,22.2,3.6,Low,0.0,36.0,3,Neutral,Yes,25.4,Poor
6.8,22.6,5.4,Low,24.0,15.0,1,Happy,No,92.6,Good
8.5,22.6,7.1,Moderate,5.0,203.0,7,Happy,Yes,29.2,Poor
8.1,23.9,7.9,None,32.0,70.0,7,Neutral,No,73.4,Good
8.3,23.0,7.3,None,55.0,22.0,2,Anxious,Yes,63.0,Average
5.9,22.5,4.4,High,11.0,17.0,6,Happy,No,32.9,Poor
8.9,1.7,10.7,Moderate,149.0,12.0,6,Neutral,Yes,51.1,Average
10.3,23.7,10.0,Moderate,180.0,31.0,0,Neutral,No,57.7,Average
9.3,22.3,7.6,Low,3.0,14.0,5,Happy,Yes,45.5,Average
7.2,21.7,4.9,Moderate,30.0,156.0,0,Neutral,No,63.1,Average
7.6,21.0,4.6,Moderate,29.0,94.0,2,Neutral,No,61.4,Average
6.2,20.2,2.4,Moderate,53.0,189.0,6,Neutral,No,32.3,Poor
9.0,2.1,11.0,Low,40.0,13.0,6,Sad,No,71.4,Good
5.5,22.4,4.0,High,79.0,11.0,9,Happy,Yes,24.8,Poor
8.2,1.2,9.4,Low,69.0,287.0,6,Sad,Yes,30.2,Poor
8.8,22.9,7.7,High,25.0,62.0,0,Happy,No,73.5,Good
7.2,0.2,7.4,Moderate,14.0,10.0,3,Neutral,No,68.5,Good
6.2,22.7,4.9,None,25.0,18.0,2,Neutral,Yes,60.7,Average
7.6,0.4,8.1,Low,19.0,50.0,9,Anxious,Yes,31.9,Poor
6.2,22.0,4.2,None,12.0,76.0,6,Anxious,No,33.9,Poor
8.4,0.6,9.1,None,62.0,3.0,7,Neutral,Yes,65.6,Good
8.6,23.4,8.1,None,0.0,11.0,4,Neutral,No,71.2,Good
8.1,23.6,7.6,None,5.0,14.0,4,Neutral,Yes,62.1,Average
8.0,21.7,5.7,High,3.0,35.0,10,Anxious,No,18.4,Poor
10.0,20.5,6.5,High,73.0,83.0,4,Happy,Yes,22.0,Poor
5.8,20.2,2.0,Low,11.0,43.0,2,Neutral,No,36.5,Poor
6.3,21.8,4.1,Moderate,47.0,85.0,2,Happy,No,77.8,Good
6.3,20.4,2.6,None,29.0,75.0,10,Sad,Yes,15.8,Poor
8.9,20.0,4.9,Low,105.0,60.0,4,Neutral,Yes,53.6,Average
6.7,20.3,3.0,Moderate,14.0,38.0,8,Happy,No,35.6,Poor
4.8,1.5,6.3,Low,7.0,56.0,2,Anxious,Yes,13.7,Poor
7.7,22.5,6.1,Low,46.0,158.0,5,Neutral,Yes,42.4,Average
6.0,23.6,5.6,Moderate,85.0,134.0,6,Sad,Yes,4.8,Poor
8.1,23.6,7.8,None,12.0,50.0,4,Anxious,Yes,30.6,Poor
7.9,0.8,8.7,Moderate,9.0,0.0,8,Anxious,No,37.8,Poor
8.0,20.1,4.1,Moderate,23.0,36.0,0,Neutral,Yes,56.9,Average
7.6,0.0,7.6,Low,40.0,84.0,2,Anxious,No,70.2,Good
5.7,22.9,4.6,High,20.0,4.0,3,Neutral,No,55.2,Average
7.1,22.2,5.3,Moderate,44.0,32.0,4,Happy,Yes,54.5,Average
7.4,23.2,6.6,Moderate,17.0,53.0,5,Happy,Yes,53.9,Average
5.5,21.2,2.7,Low,11.0,43.0,6,Happy,Yes,19.2,Poor
5.8,1.4,7.2,None,49.0,1.0,5,Anxious,No,49.8,Average
9.5,0.7,10.2,Moderate,176.0,16.0,7,Neutral,Yes,51.5,Average
6.3,23.2,5.5,Low,22.0,155.0,5,Neutral,No,54.7,Average
6.5,20.1,2.6,Low,77.0,16.0,7,Happy,No,70.0,Good
7.5,20.0,3.5,Moderate,63.0,48.0,4,Neutral,No,63.7,Average
3.0,2.9,5.9,Low,26.0,9.0,4,Happy,Yes,33.7,Poor
8.4,22.6,7.0,Low,22.0,29.0,7,Neutral,No,73.0,Good
4.8,21.6,2.4,None,1.0,132.0,7,Anxious,No,10.5,Poor
7.2,21.9,5.1,Low,7.0,22.0,1,Happy,Yes,67.2,Good
7.1,0.1,7.2,None,131.0,24.0,4,Neutral,No,97.7,Good
7.7,23.1,6.7,Moderate,3.0,68.0,0,Anxious,Yes,26.1,Poor
8.4,1.8,10.3,Low,8.0,18.0,6,Neutral,No,61.1,Average
9.2,20.0,5.2,Low,14.0,107.0,6,Neutral,Yes,17.2,Poor
7.7,0.3,8.0,Moderate,145.0,1.0,3,Happy,Yes,67.8,Good
7.0,23.9,6.9,None,24.0,124.0,4,Sad,No,56.5,Average
3.4,3.6,7.1,Low,13.0,36.0,3,Neutral,No,32.7,Poor
6.3,21.2,3.5,Low,20.0,32.0,7,Anxious,No,42.0,Average
5.5,22.2,3.6,Low,26.0,0.0,5,Sad,No,44.6,Average
6.7,22.5,5.2,Moderate,180.0,18.0,5,Anxious,Yes,39.6,Poor
7.4,22.0,5.4,Moderate,23.0,15.0,9,Happy,No,58.6,Average
6.9,23.9,6.9,Low,72.0,75.0,1,Happy,No,72.4,Good
6.2,0.1,6.4,None,15.0,117.0,1,Neutral,Yes,51.2,Average
6.2,21.5,3.7,Low,92.0,44.0,0,Neutral,No,78.2,Good
6.2,1.3,7.5,High,4.0,60.0,8,Anxious,No,3.3,Poor
8.9,23.0,7.9,High,33.0,27.0,0,Neutral,No,83.7,Good
7.1,22.4,5.5,Moderate,59.0,90.0,1,Sad,Yes,44.3,Average
10.1,20.0,6.1,Moderate,28.0,3.0,6,Neutral,No,45.7,Average
6.2,2.5,8.6,High,6.0,13.0,2,Happy,Yes,40.9,Average
7.6,22.0,5.6,Low,54.0,16.0,3,Anxious,No,78.2,Good
9.2,22.1,7.3,Moderate,7.0,36.0,0,Neutral,No,59.2,Average
6.6,23.0,5.6,Low,3.0,62.0,5,Anxious,No,22.2,Poor
3.9,21.5,1.4,High,41.0,86.0,3,Anxious,Yes,10.9,Poor
6.6,22.7,5.2,High,178.0,78.0,10,Anxious,No,27.2,Poor
5.9,20.8,2.7,Low,1.0,45.0,1,Neutral,No,33.8,Poor
8.8,22.0,6.7,High,26.0,51.0,3,Anxious,Yes,39.5,Poor
6.7,23.3,6.1,Low,23.0,26.0,4,Sad,No,66.4,Good
5.3,3.9,9.2,None,0.0,16.0,3,Neutral,Yes,32.0,Poor
5.7,21.8,3.5,Low,56.0,34.0,7,Neutral,No,44.9,Average
4.1,0.8,4.9,Low,20.0,62.0,6,Neutral,No,39.5,Poor
10.0,23.3,9.2,Low,72.0,34.0,5,Sad,No,57.2,Average
4.2,0.7,5.0,Low,3.0,50.0,3,Happy,No,48.8,Average
6.7,1.9,8.6,Low,107.0,120.0,7,Happy,No,40.8,Average
9.3,22.7,8.0,High,25.0,7.0,6,Neutral,No,50.3,Average
7.1,22.0,5.1,High,66.0,34.0,4,Neutral,No,68.6,Good
8.1,23.2,7.3,High,81.0,225.0,4,Happy,No,56.7,Average
10.9,23.8,10.6,None,26.0,23.0,1,Anxious,No,53.9,Average
